ts	iter	branch	commit	status	claim_by	claimed_via	note
1789725500	iter-191-batch-c191-fix-d1-d2	task/iter-191-batch-c191-fix-d1-d2	fd8ec30	stale		receipt	无实际新增条件（已落实）
1789725500	iter-192-batch-c192-fix	task/iter-192-batch-c192-fix	173b02a	landed		receipt	无实际新增条件（已落实） ｜ 校验和落地 +4 条（账面被陈旧快照覆盖，按提交恢复）
1789725500	iter-193-batch-c193	task/iter-193-batch-c193	02eaf1e	stale		receipt	无实际新增条件（已落实）
1789725500	iter-194-batch-c194-fix	task/iter-194-batch-c194-fix	6f75ac8	stale		receipt	无实际新增条件（已落实）
1789725500	iter-195-batch-c195-fix-d1	task/iter-195-batch-c195-fix-d1	7c0d126	stale		receipt	无实际新增条件（已落实）
1789725500	iter-196-batch-c196	task/iter-196-batch-c196	17bc70b	stale		receipt	无实际新增条件（已落实）
1789725500	iter-197-batch-c197	task/iter-197-batch-c197	80839da	stale		receipt	无实际新增条件（已落实）
1789725500	iter-198-batch-c198	task/iter-198-batch-c198	6cd7fb3	stale		receipt	无实际新增条件（已落实）
1789725500	iter-199-batch-c199	task/iter-199-batch-c199	51126d6	stale		receipt	无实际新增条件（已落实）
1789725500	iter-200-batch-c200-fix	task/iter-200-batch-c200-fix	d25ba42	stale		receipt	无实际新增条件（已落实）
1789725500	iter-201-batch-c201	task/iter-201-batch-c201	c2b2164	stale		receipt	无实际新增条件（已落实）
1789725500	iter-202-batch-c202-fix-d1-d2	task/iter-202-batch-c202-fix-d1-d2	25fde6e	stale		receipt	无实际新增条件（已落实）
1789725500	iter-203-batch-c203	task/iter-203-batch-c203	c7702e9	stale		receipt	无实际新增条件（已落实）
1789725500	iter-204-batch-c204	task/iter-204-batch-c204	214d089	stale		receipt	无实际新增条件（已落实）
1789725500	iter-206-batch-c206	task/iter-206-batch-c206	7153850	stale		receipt	无实际新增条件（已落实）
1789725500	iter-207-batch-c207	task/iter-207-batch-c207	015af15	stale		receipt	无实际新增条件（已落实）
1789725500	iter-208-batch-c208-fix	task/iter-208-batch-c208-fix	331696a	landed			无实际新增条件（已落实） ｜ 校验和落地 +1 条（账面被陈旧快照覆盖，按提交恢复）
1789725500	iter-233-batch-c233-fix	task/iter-233-batch-c233-fix	1ee3317	stale			无实际新增条件（已落实）
1789725500	iter-234-batch-c234	task/iter-234-batch-c234	cac5c9e	landed			无实际新增条件（已落实） ｜ 校验和落地 +6 条（账面被陈旧快照覆盖，按提交恢复）
1789725500	iter-235-batch-c235	task/iter-235-batch-c235	0cc1390	stale			无实际新增条件（已落实）
1789725500	iter-236-batch-c236	task/iter-236-batch-c236	4225aaf	landed			无实际新增条件（已落实） ｜ 校验和落地 +6 条（账面被陈旧快照覆盖，按提交恢复）
1789725500	iter-237-batch-c237	task/iter-237-batch-c237	1d7de8e	stale			无实际新增条件（已落实）
1789725500	iter-240-batch-c240-fix	task/iter-240-batch-c240-fix	b0dcb5a	landed			无实际新增条件（已落实） ｜ 校验和落地 +5 条（账面被陈旧快照覆盖，按提交恢复）
1789725500	iter-241-batch-c241	task/iter-241-batch-c241	1c960f4	landed			无实际新增条件（已落实） ｜ 校验和落地 +1 条（账面被陈旧快照覆盖，按提交恢复）
1789725501	iter-242-batch-c242-fix	task/iter-242-batch-c242-fix	ad4ea3d	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789725501	iter-243-batch-c243-fix	task/iter-243-batch-c243-fix	e7b23ce	stale			无实际新增条件（已落实）
1789725501	iter-244-batch-c244-fix	task/iter-244-batch-c244-fix	9ae1228	landed			无实际新增条件（已落实） ｜ 校验和落地 +6 条（账面被陈旧快照覆盖，按提交恢复）
1789725501	iter-245-batch-c245-fix-d1-d2	task/iter-245-batch-c245-fix-d1-d2	d4c86cd	stale			无实际新增条件（已落实）
1789725501	iter-246-batch-c246-fix	task/iter-246-batch-c246-fix	a2d5e53	landed			无实际新增条件（已落实） ｜ 校验和落地 +6 条（账面被陈旧快照覆盖，按提交恢复）
1789725501	iter-backlog2-dual-d2	task/iter-backlog2-dual-d2	36b7680	stale		receipt	无实际新增条件（已落实）
1789725501	iter-backlog2-dual-d2-dual	task/iter-backlog2-dual-d2-dual	248ff36	stale		receipt	无实际新增条件（已落实）
1789725501	iter-backlog4-dual-d2	task/iter-backlog4-dual-d2	7d0cc2b	landed			无实际新增条件（已落实） ｜ 校验和落地 +3 条（账面被陈旧快照覆盖，按提交恢复）
1789725501	iter-combined-backlog-d2	task/iter-combined-backlog-d2	6714268	stale		receipt	无实际新增条件（已落实）
1789725501	iter-hive-exec-d3	task/iter-hive-exec-d3	d5726e0	stale		receipt	无实际新增条件（已落实）
1789725501	iter-rest-dirs-d1	task/iter-rest-dirs-d1	1ddf8f2	stale		receipt	无实际新增条件（已落实）
1789725501	iter-t1-tail-dual	task/iter-t1-tail-dual	a111ce6	stale		receipt	无实际新增条件（已落实）
1789725501	iter-test-hive	task/iter-test-hive	852a530	stale		receipt	无实际新增条件（已落实）
1789727313	iter-249-batch-c249	task/iter-249-batch-c249	fc989ad	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +47 条
1789728454	iter-248-batch-c248-fix-d1	task/iter-248-batch-c248-fix-d1	66e9fc2	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789728454	iter-251-batch-c251	task/iter-251-batch-c251	d011f01	stale			无实际新增条件（已落实）
1789728454	iter-252-batch-c252	task/iter-252-batch-c252	41eb041	landed			无实际新增条件（已落实） ｜ 校验和落地 +44 条（账面被陈旧快照覆盖，按提交恢复）
1789728454	iter-253-batch-c253	task/iter-253-batch-c253	1eab988	landed			无实际新增条件（已落实） ｜ 校验和落地 +3 条（账面被陈旧快照覆盖，按提交恢复）
1789729115	iter-254-batch-c254-fix	task/iter-254-batch-c254-fix	f93160a	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789731229	iter-257-batch-c257-fix-d1	task/iter-257-batch-c257-fix-d1	f9a0150	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +29 条
1789733220	iter-mdcg-manual-c1	task/iter-mdcg-manual-c1	14c6660	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789734046	iter-locate-n15-c1-fix	task/iter-locate-n15-c1-fix	15e1a38	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +15 条
1789734905	iter-mdcg-bigsrc-c1	task/iter-mdcg-bigsrc-c1	d17ebd3	stale			无实际新增条件（已落实）
1789734915	iter-mdcos-bigsrc-c1-fix	task/iter-mdcos-bigsrc-c1-fix	5bbac9e	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +32 条
1789736571	iter-mcpsrv-bigsrc-c1-fix3	task/iter-mcpsrv-bigsrc-c1-fix3	2fb8ec2	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +6 条
1789737213	iter-backfill-c1	task/iter-backfill-c1	d0951c8	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +28 条
1789737213	iter-selfstate-c2	task/iter-selfstate-c2	3d45882	landed			无实际新增条件（已落实） ｜ 校验和落地 +31 条（账面被陈旧快照覆盖，按提交恢复）
1789737389	iter-ccgc-c1-fix	task/iter-ccgc-c1-fix	54885e2	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +24 条
1789737804	iter-263-batch-c263	task/iter-263-batch-c263	3260d9b	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +20 条
1789737961	iter-264-batch-c264	task/iter-264-batch-c264	364f4fd	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789737961	iter-sources-c1	task/iter-sources-c1	46d9d5d	landed			无实际新增条件（已落实） ｜ 校验和落地 +1 条（账面被陈旧快照覆盖，按提交恢复）
1789738152	iter-265-batch-c265	task/iter-265-batch-c265	5acbfc0	stale			无实际新增条件（已落实）
1789738152	iter-locate-c2-fix	task/iter-locate-c2-fix	49135e7	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +19 条
1789738152	iter-parser-c1-fix-d1	task/iter-parser-c1-fix-d1	f8ee28f	landed			无实际新增条件（已落实） ｜ 校验和落地 +1 条（账面被陈旧快照覆盖，按提交恢复）
1789738368	iter-266-batch-c266-fix	task/iter-266-batch-c266-fix	7678bd7	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789738634	iter-267-batch-c267-fix	task/iter-267-batch-c267-fix	1bfaf92	stale			无实际新增条件（已落实）
1789738996	iter-whitebox-c1	task/iter-whitebox-c1	73454e2	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789739139	iter-272-batch-c272	task/iter-272-batch-c272	53452b2	stale			无实际新增条件（已落实）
1789739382	iter-273-batch-c273	task/iter-273-batch-c273	1e84d60	stale			无实际新增条件（已落实）
1789739626	iter-274-batch-c274	task/iter-274-batch-c274	59a77d8	stale			无实际新增条件（已落实）
1789739626	iter-reach-c1-fix-d1	task/iter-reach-c1-fix-d1	1570aed	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +7 条
1789741133	iter-forgetting-c1	task/iter-forgetting-c1	8818410	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789741133	iter-linkcheck-c1	task/iter-linkcheck-c1	a4032b2	landed			无实际新增条件（已落实） ｜ 校验和落地 +5 条（账面被陈旧快照覆盖，按提交恢复）
1789742454	iter-282-batch-c282	task/iter-282-batch-c282	6a0bc09	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789742454	iter-canonical-c1-fix	task/iter-canonical-c1-fix	7d31960	landed			无实际新增条件（已落实） ｜ 校验和落地 +4 条（账面被陈旧快照覆盖，按提交恢复）
1789743912	iter-283-batch-c283	task/iter-283-batch-c283	77d49ba	stale			无实际新增条件（已落实）
1789743912	iter-compiler-c2	task/iter-compiler-c2	5178377	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789744625	iter-llmchannel-c1-fix	task/iter-llmchannel-c1-fix	61de3b8	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789744625	iter-reviewcli-c1-fix	task/iter-reviewcli-c1-fix	8e1894e	landed			无实际新增条件（已落实） ｜ 校验和落地 +5 条（账面被陈旧快照覆盖，按提交恢复）
1789745014	iter-registry-c1	task/iter-registry-c1	41d0749	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789745146	iter-285-batch-c285-fix	task/iter-285-batch-c285-fix	dece50d	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +9 条
1789745343	iter-cli-c1-fix	task/iter-cli-c1-fix	05a2b42	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789745711	iter-286-batch-c286-fix	task/iter-286-batch-c286-fix	581ac09	stale			无实际新增条件（已落实）
1789745711	iter-linkrefbackfill-c1	task/iter-linkrefbackfill-c1	ac23781	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789745711	iter-runtests-c1	task/iter-runtests-c1	bc0ef45	landed			无实际新增条件（已落实） ｜ 校验和落地 +5 条（账面被陈旧快照覆盖，按提交恢复）
1789745994	iter-287-batch-c287	task/iter-287-batch-c287	ecfba6e	stale			无实际新增条件（已落实）
1789746238	iter-288-batch-c288	task/iter-288-batch-c288	91263ae	stale			无实际新增条件（已落实）
1789746485	iter-289-batch-c289	task/iter-289-batch-c289	f43e9a7	stale			无实际新增条件（已落实）
1789746612	iter-blindcomp-c1	task/iter-blindcomp-c1	af4a35e	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789746756	iter-290-batch-c290	task/iter-290-batch-c290	5459f46	stale			无实际新增条件（已落实）
1789746882	iter-corpus-c1-fix	task/iter-corpus-c1-fix	d990634	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789746882	iter-unifieden-c1-fix	task/iter-unifieden-c1-fix	9c23d3d	landed			无实际新增条件（已落实） ｜ 校验和落地 +3 条（账面被陈旧快照覆盖，按提交恢复）
1789747036	iter-291-batch-c291	task/iter-291-batch-c291	6a9e849	stale			无实际新增条件（已落实）
1789747286	iter-292-batch-c292	task/iter-292-batch-c292	9b972c0	stale			无实际新增条件（已落实）
1789747411	iter-bench6comp-c1	task/iter-bench6comp-c1	b0e83c8	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789747411	iter-criteria-c1	task/iter-criteria-c1	4e7e414	landed			无实际新增条件（已落实） ｜ 校验和落地 +4 条（账面被陈旧快照覆盖，按提交恢复）
1789747411	iter-migrate-c1	task/iter-migrate-c1	56beb84	landed			无实际新增条件（已落实） ｜ 校验和落地 +4 条（账面被陈旧快照覆盖，按提交恢复）
1789747499	iter-293-batch-c293	task/iter-293-batch-c293	a88bd7a	stale			无实际新增条件（已落实）
1789747758	iter-294-batch-c294	task/iter-294-batch-c294	2716ee5	stale			无实际新增条件（已落实）
1789748005	iter-295-batch-c295	task/iter-295-batch-c295	0730a6a	stale			无实际新增条件（已落实）
1789748005	iter-bstden-c1	task/iter-bstden-c1	f4e98f4	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789748005	iter-mreviewmain-c1	task/iter-mreviewmain-c1	25e17e2	landed			无实际新增条件（已落实） ｜ 校验和落地 +3 条（账面被陈旧快照覆盖，按提交恢复）
1789748214	iter-progressive-c1-fix	task/iter-progressive-c1-fix	b9007a0	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789748487	iter-296-batch-c296-fix	task/iter-296-batch-c296-fix	3359d3a	stale			无实际新增条件（已落实）
1789748618	iter-autonomy-c1	task/iter-autonomy-c1	623143c	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789748777	iter-297-batch-c297	task/iter-297-batch-c297	5f54934	stale			无实际新增条件（已落实）
1789748777	iter-zhenatoms-c1-fix	task/iter-zhenatoms-c1-fix	a2929b3	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789749190	iter-298-batch-c298-fix	task/iter-298-batch-c298-fix	bae2a99	stale			无实际新增条件（已落实）
1789749437	iter-benchlocomo-c1	task/iter-benchlocomo-c1	5f61b20	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789749709	iter-299-batch-c299-fix	task/iter-299-batch-c299-fix	fcf6e09	stale			无实际新增条件（已落实）
1789749709	iter-census-c1-fix	task/iter-census-c1-fix	fe45ec9	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789749709	iter-genspecs-c1-fix	task/iter-genspecs-c1-fix	ad07c20	landed			无实际新增条件（已落实） ｜ 校验和落地 +2 条（账面被陈旧快照覆盖，按提交恢复）
1789750031	iter-300-batch-c300	task/iter-300-batch-c300	dada228	stale			无实际新增条件（已落实）
1789750398	iter-mdcg-c2	task/iter-mdcg-c2	b6bd76c	stale			无实际新增条件（已落实）
1789750524	iter-301-batch-c301-fix	task/iter-301-batch-c301-fix	48bffcd	stale			无实际新增条件（已落实）
1789751632	iter-302-batch-c302-fix-d1-d2	task/iter-302-batch-c302-fix-d1-d2	2648cec	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +8 条
1789752031	iter-303-batch-c303-fix	task/iter-303-batch-c303-fix	b4ede42	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +7 条
1789752031	iter-mdcos-c1	task/iter-mdcos-c1	a8d6071	landed			无实际新增条件（已落实） ｜ 校验和落地 +8 条（账面被陈旧快照覆盖，按提交恢复）
1789752220	iter-304-batch-c304	task/iter-304-batch-c304	17ec96b	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789752544	iter-security-c1	task/iter-security-c1	0534628	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +6 条
1789752708	iter-305-batch-c305-fix	task/iter-305-batch-c305-fix	43b4d15	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789752846	iter-condvm-c1	task/iter-condvm-c1	1e4cc7d	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789752846	iter-whitebox-c2	task/iter-whitebox-c2	b1efbfe	landed			无实际新增条件（已落实） ｜ 校验和落地 +2 条（账面被陈旧快照覆盖，按提交恢复）
1789753031	iter-306-batch-c306	task/iter-306-batch-c306	2d1250d	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +6 条
1789753474	iter-307-batch-c307-fix	task/iter-307-batch-c307-fix	72574ec	stale			无实际新增条件（已落实）
1789753600	iter-ccgc-c2	task/iter-ccgc-c2	253d237	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789753600	iter-namecheck-c1	task/iter-namecheck-c1	7c8bba8	stale			无实际新增条件（已落实）
1789753774	iter-308-batch-c308	task/iter-308-batch-c308	788f3f8	stale			无实际新增条件（已落实）
1789753923	iter-309-batch-c309	task/iter-309-batch-c309	69005b2	stale			无实际新增条件（已落实）
1789753923	iter-analyzer-c1-fix	task/iter-analyzer-c1-fix	66d109b	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789753923	iter-insight-c1	task/iter-insight-c1	2a4f385	landed			无实际新增条件（已落实） ｜ 校验和落地 +6 条（账面被陈旧快照覆盖，按提交恢复）
1789754186	iter-namecheck-c2	task/iter-namecheck-c2	b159129	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789754567	iter-backfill-c2	task/iter-backfill-c2	ad41e7e	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789754723	iter-evalcommon-c2-fix	task/iter-evalcommon-c2-fix	8bbc263	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789755306	iter-subgraph-c1	task/iter-subgraph-c1	23193ea	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789755306	iter-tasks-c1	task/iter-tasks-c1	ab42e9c	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条（按提交回填）
1789755954	iter-writelimit-c1	task/iter-writelimit-c1	ab8cc17	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789755979	iter-318-batch-c318	task/iter-318-batch-c318	dc113f9	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +4 条
1789756345	iter-conformance-c1	task/iter-conformance-c1	eac37f4	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789756503	iter-scrub-c2-fix-d1	task/iter-scrub-c2-fix-d1	4e13ad5	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789756768	iter-fsutil-c1	task/iter-fsutil-c1	e0177ed	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789756768	iter-predict-c1	task/iter-predict-c1	0aa6d63	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789756974	iter-consistency-c1-fix-d1	task/iter-consistency-c1-fix-d1	e0e525c	landed			重新入队（测试抖动，重试） ｜ 校验和落地 +2 条
1789757002	iter-326-batch-c326	task/iter-326-batch-c326	1063ca1	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789757002	iter-weights-c1	task/iter-weights-c1	9338434	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条（按提交回填）
1789758332	iter-sustain-c1	task/iter-sustain-c1	033862f	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789758387	iter-338-batch-c338-fix	task/iter-338-batch-c338-fix	0b98f1a	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789758673	iter-reach-c2-fix	task/iter-reach-c2-fix	3d5a5d1	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789758712	iter-ccgc-c3	task/iter-ccgc-c3	8f3553b	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条
1789758981	iter-tailmulti-b	task/iter-tailmulti-b	708509a	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条
1789759151	iter-341-batch-c341	task/iter-341-batch-c341	1f3a010	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条
1789759151	iter-tailmulti-a	task/iter-tailmulti-a	65fabc3	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +7 条（按提交回填）
1789777733	iter-348-batch-c348	task/iter-348-batch-c348	6910941	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +1 条（按提交回填）
1789777733	iter-349-batch-c349	task/iter-349-batch-c349	5ea2cb9	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +2 条（按提交回填）
1789777733	iter-tailmulti-c-fix	task/iter-tailmulti-c-fix	74baa54	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +7 条（按提交回填）
1789777733	iter-tailmulti-e-fix	task/iter-tailmulti-e-fix	0d576d6	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +5 条（按提交回填）
